lon,lat
120.99287,14.75659
120.99206,14.756699999999999
120.99203999999999,14.756939999999998
120.99207999999999,14.757139999999998
120.99203999999999,14.757919999999999
120.99206999999998,14.758169999999998
120.99182999999998,14.758099999999999
120.99160999999998,14.75808
120.99118999999997,14.75809
120.99082999999997,14.75814
120.99046999999997,14.75823
120.98981999999998,14.75823
120.98885999999997,14.75732
120.98776999999997,14.75706
120.98764999999997,14.75701
120.98736999999997,14.75678
120.98726999999997,14.756739999999999
120.98575999999997,14.756639999999999
120.98519999999998,14.756549999999999
120.98440999999998,14.75616
120.98304999999998,14.754819999999999
120.98289999999997,14.754509999999998
120.98273999999998,14.754449999999999
120.98114999999999,14.75401
120.98091999999998,14.75401
120.97983999999998,14.75385
120.97776999999998,14.75324
120.97745999999998,14.75312
120.97704999999998,14.75296
120.97558999999998,14.75153
120.97487999999998,14.750900000000001
120.97453999999999,14.750570000000002
120.97389999999999,14.749870000000001
120.97373999999999,14.749630000000002
120.97348,14.748930000000001
120.97313,14.747880000000002
120.97304,14.747730000000002
120.97297,14.747660000000003
120.97289,14.747630000000003
120.97284,14.747540000000003
120.97282,14.747440000000003
120.97284,14.747310000000002
120.97252,14.746730000000003
120.97217,14.745920000000003
120.97183000000001,14.745090000000003
120.97171000000002,14.744990000000003
120.97165000000001,14.744990000000003
120.97158000000002,14.744960000000003
120.97152000000001,14.744900000000003
120.97151000000001,14.744830000000004
120.97153000000002,14.744750000000003
120.97159000000002,14.744700000000003
120.97170000000003,14.744680000000004
120.97179000000003,14.744730000000004
120.97272000000002,14.744720000000004
120.97292000000003,14.744690000000004
120.97302000000003,14.744640000000004
120.97312000000004,14.744550000000004
120.97339000000004,14.744230000000003
120.97639000000004,14.738700000000003
120.98469000000004,14.723320000000003
120.98726000000005,14.718600000000002
120.98977000000005,14.713880000000001
120.99128000000005,14.71108
120.99205000000005,14.709700000000002
120.99389000000005,14.706260000000002
120.99880000000005,14.697180000000001
120.99898000000005,14.69687
120.99933000000004,14.696190000000001
120.99965000000005,14.695450000000001
121.00004000000004,14.69443
121.00034000000004,14.693330000000001
121.00058000000004,14.692140000000002
121.00065000000004,14.691680000000002
121.00075000000004,14.690790000000002
121.00078000000003,14.689680000000001
121.00077000000003,14.68903
121.00065000000004,14.685130000000001
121.00057000000004,14.681790000000001
121.00055000000003,14.681540000000002
121.00045000000003,14.681020000000002
121.00010000000003,14.679970000000003
120.99997000000003,14.679550000000003
120.99987000000003,14.679140000000002
120.99985000000002,14.678720000000002
120.99986000000003,14.678280000000003
120.99990000000003,14.677910000000002
120.99998000000002,14.677520000000003
121.00018000000003,14.676780000000003
121.00037000000003,14.676010000000003
121.00042000000003,14.675660000000004
121.00044000000004,14.675310000000005
121.00040000000004,14.674250000000004
121.00025000000004,14.667510000000004
121.00019000000003,14.662700000000003
121.00015000000003,14.660750000000002
121.00014000000003,14.658330000000001
121.00015000000003,14.65703
121.00012000000004,14.656820000000002
121.00004000000004,14.65656
120.99990000000004,14.656260000000001
120.99844000000004,14.65445
120.99775000000004,14.65323
120.99722000000004,14.651990000000001
120.99663000000004,14.65069
120.99603000000003,14.649230000000001
120.99531000000003,14.64755
120.99371000000004,14.64395
120.99278000000004,14.64173
120.99217000000004,14.640270000000001
120.99209000000005,14.64
120.99212000000004,14.639850000000001
120.99329000000004,14.637680000000001
120.99333000000004,14.637380000000002
120.99336000000004,14.637090000000002
120.99324000000004,14.636650000000003
120.98974000000004,14.626190000000003
120.98967000000005,14.626020000000002
120.98905000000005,14.626050000000003
120.98880000000005,14.626000000000003
120.98871000000005,14.625960000000003
120.98740000000005,14.625230000000002
120.98880000000005,14.624040000000003
120.98891000000006,14.623950000000002
120.98898000000005,14.623890000000003
120.98905000000005,14.623520000000003
120.98903000000004,14.622620000000003
120.98892000000004,14.619760000000003
120.98885000000004,14.617170000000003
120.98876000000004,14.615120000000003
120.98874000000004,14.614090000000003
120.98806000000003,14.613450000000002
120.98648000000003,14.612040000000002
120.98634000000003,14.611960000000002
120.98624000000002,14.611850000000002
120.98615000000002,14.610750000000003
120.98606000000002,14.609450000000002
120.98593000000002,14.608120000000003
120.98589000000003,14.607820000000004
120.98562000000003,14.606330000000003
120.98495000000003,14.602800000000004
120.98474000000003,14.601780000000003
120.98463000000002,14.601360000000003
120.98394000000002,14.598030000000003
120.98395000000002,14.597890000000003
120.98370000000003,14.596760000000003
120.98360000000002,14.596640000000003
120.98293000000002,14.596160000000003
120.98159000000003,14.595270000000003
120.98065000000003,14.594710000000003
120.98027000000002,14.594450000000002
120.98008000000002,14.594370000000001
120.97911000000002,14.594040000000001
120.97900000000001,14.59392
120.97896000000001,14.59379
120.97895000000001,14.5936
120.97901000000002,14.59343
120.97985000000001,14.59234
120.97998000000001,14.59215
120.98012000000001,14.59188
120.98058000000002,14.59038
120.98066000000001,14.58994
120.98087000000001,14.58893
120.98089000000002,14.58869
120.98090000000002,14.58849
120.98086000000002,14.58825
120.98035000000002,14.58646
120.98026000000002,14.586210000000001
120.98013000000002,14.58594
120.98002000000001,14.58576
120.97984000000001,14.58559
120.97937,14.58527
120.97859,14.58481
120.97832,14.584639999999998
120.97543999999999,14.58298
120.97533999999999,14.58292
120.97738999999999,14.579419999999999
120.97770999999999,14.578869999999998
120.97797999999999,14.578489999999999
120.97977999999999,14.575309999999998
120.98037,14.574179999999998
120.98091,14.573049999999999
120.98302,14.568779999999999
120.98395,14.56679
120.98433999999999,14.56589
120.98498,14.56428
120.98588,14.562240000000001
120.98626999999999,14.56127
120.98688999999999,14.55985
120.98745999999998,14.558420000000002
120.98749999999998,14.558260000000002
120.98757999999998,14.558110000000003
120.98815999999998,14.556390000000002
120.98887999999998,14.554160000000001
120.98960999999998,14.551770000000001
120.98997999999999,14.550310000000001
120.99027,14.549030000000002
120.99034999999999,14.548630000000001
120.99104,14.54574
120.99161,14.542860000000001
120.99199999999999,14.54066
120.99211999999999,14.53969
120.99219999999998,14.5393
120.99269999999999,14.534970000000001
120.99268999999998,14.534720000000002
120.99292999999999,14.532580000000001
120.99300999999998,14.532070000000001
120.99324999999999,14.52993
120.99331999999998,14.52922
120.99355999999999,14.52741
120.99356999999999,14.5273
120.99423999999999,14.52736
120.99520999999999,14.52741
120.99534999999999,14.52737
120.99558999999999,14.52723
120.99580999999999,14.52713
120.99601,14.52711
120.99661,14.52718
120.99714,14.527239999999999
120.99711,14.52634
120.99703000000001,14.52497
120.99649000000001,14.519
120.99619000000001,14.5167
120.99600000000001,14.51535
120.99562,14.51318
120.99506000000001,14.51064
120.99434000000001,14.50772
120.99383,14.50548
120.9936,14.5044
120.99346,14.50393
120.99316999999999,14.50317
120.99292999999999,14.502590000000001
120.99258999999999,14.501630000000002
120.99246,14.501440000000002
120.99239,14.501390000000002
120.99197,14.501170000000002
120.99143,14.500920000000002
120.99135,14.500830000000002
120.99132999999999,14.500760000000003
120.99143,14.500350000000003
120.99144,14.500190000000003
120.9914,14.500020000000003
120.99133,14.499860000000004
120.99057,14.498570000000004
120.98988,14.497350000000004
120.98969,14.496940000000004
120.98942,14.496250000000003
120.98921,14.495500000000003
120.98897,14.494920000000004
120.98823999999999,14.493290000000004
120.98778999999999,14.492140000000003
120.98888,14.491670000000003
120.98935999999999,14.491500000000002
120.98949999999999,14.491460000000002
120.99033999999999,14.491070000000002
120.99153999999999,14.490880000000002
120.99168999999999,14.490850000000002
120.99128999999999,14.488230000000001
120.99117,14.487270000000002
120.99114,14.486750000000002
120.99117,14.486490000000002
120.99119999999999,14.486260000000001
120.99140999999999,14.485790000000001
120.99156999999998,14.485550000000002
120.99177999999998,14.485340000000003
120.99201999999998,14.485170000000002
120.99238999999999,14.484990000000002
120.99263999999998,14.484910000000001
120.99300999999998,14.484850000000002
120.99332999999999,14.484820000000001
120.99356999999999,14.484810000000001
120.99372999999999,14.48478
120.99388999999998,14.484720000000001
120.99404999999997,14.484620000000001
120.99418999999997,14.484510000000002
120.99432999999998,14.484330000000002
120.99642999999998,14.481380000000001
120.99773999999998,14.479400000000002
120.99911999999998,14.477220000000003
120.99966999999998,14.476530000000002
121.00034999999998,14.475810000000003
121.00062999999999,14.475570000000003
121.00115999999998,14.475110000000003
120.99969999999999,14.473830000000003
120.99906999999999,14.473250000000004
120.999,14.473160000000004
120.99892,14.472960000000004
120.99887,14.472250000000004
120.99880999999999,14.471810000000005
120.99874999999999,14.471540000000005
120.99861999999999,14.471240000000005
120.99847999999999,14.470960000000005
120.99795999999999,14.471230000000006
120.99708999999999,14.469610000000005
120.99666999999998,14.468750000000005
120.99660999999998,14.468490000000005
120.99639999999998,14.466560000000005
120.99623999999999,14.465360000000004
120.99615999999999,14.464810000000003
120.99583999999999,14.463160000000004
120.99570999999999,14.462740000000004
120.99552999999999,14.462420000000003
120.99547999999999,14.462390000000003
120.99540999999999,14.462370000000004
120.99492,14.462370000000004
120.99477999999999,14.462370000000004
120.99475,14.462090000000003
120.99477,14.461900000000004
120.99474000000001,14.461040000000004
120.99477,14.460690000000005
120.99476,14.460290000000004
120.99464,14.457820000000003
120.99461000000001,14.456780000000004
120.99456,14.456250000000004
120.99405,14.456270000000004
120.99404,14.456620000000003
120.99401,14.456680000000002
120.99336000000001,14.457070000000002
120.99318000000001,14.457120000000002
120.99266000000001,14.457130000000001
120.99259000000002,14.45715
120.99255000000002,14.4572
120.99207000000003,14.4582
120.99157000000002,14.45924
120.99163000000003,14.45941
120.99168000000003,14.45963
120.99179000000004,14.45998
120.99145000000004,14.46008
